Site_Id,Unit_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),Time (24:00),Field_Tech,DateVerified,WhoVerified,AirTemp (C),Year
Bay,,2009-06-02,0,5.8,8.5,0.5,0.5,24,,73,0:00,S. Poe,,,22.77777778,2009
Bay,,2009-06-23,0,6.6,9,0.7,0.7,24,,73,0:00,S. Poe,,,22.77777778,2009
Bay,,2009-07-07,2,5.3,9,0.8,0.8,25,,75,0:00,S. Poe,,,23.88888889,2009
Bay,,2009-07-21,1,3.1,8.5,0.65,0.65,25,,72,0:00,S. Poe,,,22.22222222,2009
Bay,,2009-08-04,0,3.3,8.5,0.8,0.8,28,,80,0:00,S. Poe,,,26.66666667,2009
Bay,,2009-08-20,0,3,7.5,0.8,0.8,27,,80,0:00,S. Poe,,,26.66666667,2009
Bay,,2009-09-01,2,2.7,7,0.6,0.6,22,,70,0:00,S. Poe,,,21.11111111,2009
Bay,,2009-09-17,2,4.1,7,0.8,0.8,24,,70,0:00,S. Poe,,,21.11111111,2009
Bay,,2009-10-01,1,6.9,7,0.8,0.8,20,,69,0:00,S. Poe,,,20.55555556,2009
Bay,,2009-10-20,0,2.3,7,0.4,0.4,12,,56,0:00,S. Poe,,,13.33333333,2009
Bay,,2009-11-05,0,7.6,6.5,0.8,0.8,16,,60,0:00,S. Poe,,,15.55555556,2009
Bay,,2009-11-20,2,7.2,7,0.7,0.9,16,,58,0:00,S. Poe,,,14.44444444,2009
Bay,,2009-12-01,0,7.8,6.5,0.82,0.88,10,,46,0:00,S. Poe,,,7.777777778,2009
Bay,,2009-12-15,,2,6.3,0.7,0.8,11,,51,0:00,S. Poe,,,10.55555556,2009
A,,2010-01-07,,,,,,,,30,0:00,Not Recorded,,,-1.111111111,2010
A,,2010-02-05,,,6.5,0.7,0.9,5,,37,0:00,Not Recorded,,,2.777777778,2010
A,,2010-02-18,,,6,0.9,1.1,5,,39,0:00,Not Recorded,,,3.888888889,2010
A,,2010-03-05,0,,6.5,,,6,,40,0:00,Not Recorded,,,4.444444444,2010
A,,2010-03-16,0,5.7,6,0.5,0.7,12,,44,0:00,Not Recorded,,,6.666666667,2010
A,,2010-04-06,0,,6.5,0.7,0.8,21,,73,0:00,Not Recorded,,,22.77777778,2010
A,,2010-04-23,0,4,6.5,0.5,0.6,18,,59,0:00,Not Recorded,,,15,2010
A,,2010-05-06,0,,6.5,0.6,0.6,25,,76,0:00,Not Recorded,,,24.44444444,2010
A,,2010-05-19,0,4.6,6.5,0.6,0.7,20,,59,0:00,Not Recorded,,,15,2010
A,,2010-06-01,0,,6.5,0.5,0.5,26,,77,0:00,Not Recorded,,,25,2010
A,,2010-06-15,0,4.5,6.5,0.5,0.5,29,,81,0:00,Not Recorded,,,27.22222222,2010
A,,2010-07-08,0,,6.5,0.6,0.6,31,,82,0:00,Not Recorded,,,27.77777778,2010
A,,2010-07-20,0,4.1,6.5,0.5,0.9,28,,84,0:00,Not Recorded,,,28.88888889,2010
A,,2010-08-03,0,,7,0.1,0.4,29,,83,0:00,Not Recorded,,,28.33333333,2010
A,,2010-08-17,0,4.2,6.5,0.8,0.9,28,,86,0:00,Not Recorded,,,30,2010
A,,2010-09-02,0,,6.5,0.8,0.8,28,,77,0:00,Not Recorded,,,25,2010
A,,2010-09-22,0,4,7.5,0.5,0.8,26,,75,0:00,Not Recorded,,,23.88888889,2010
A,,2010-10-14,0,,6.5,0.2,0.9,20,,67,0:00,Not Recorded,,,19.44444444,2010
A,,2010-11-02,0,,6.5,0.8,0.9,14,,55,0:00,Not Recorded,,,12.77777778,2010
A,,2010-11-16,0,8.2,6.5,0.9,0.9,14,,60,0:00,Not Recorded,,,15.55555556,2010
A,,2010-12-07,0,,7,4.5,4.5,3,,30,0:00,Not Recorded,,,-1.111111111,2010
A,,2010-12-21,,,,,,,,31,0:00,Not Recorded,,,-0.555555556,2010
B,,2010-01-07,,,,,,,,30,0:00,Not Recorded,,,-1.111111111,2010
B,,2010-02-05,,,,,,,,,N/A,Not Recorded,,,-17.77777778,2010
B,,2010-02-18,,,,0.6,0.6,5,,38,0:00,Not Recorded,,,3.333333333,2010
B,,2010-03-05,0,,6.5,0.6,0.6,7,,40,0:00,Not Recorded,,,4.444444444,2010
B,,2010-03-16,0,8.1,7,0.55,0.6,11,,44,0:00,Not Recorded,,,6.666666667,2010
B,,2010-04-06,0,,6.5,0.2,0.5,21,,73,0:00,Not Recorded,,,22.77777778,2010
B,,2010-04-23,0,4,6.5,0.4,0.4,16,,60,0:00,Not Recorded,,,15.55555556,2010
B,,2010-05-06,0,,7,0.4,0.45,25,,76,0:00,Not Recorded,,,24.44444444,2010
B,,2010-05-19,0,5.2,7.5,0.4,0.4,16,,59,0:00,Not Recorded,,,15,2010
B,,2010-06-01,0,,7,0.3,0.3,25,,77,0:00,Not Recorded,,,25,2010
B,,2010-06-15,0,4.2,7,0.2,0.2,28,,81,0:00,Not Recorded,,,27.22222222,2010
B,,2010-07-08,0,,7,0.4,0.4,31,,82,0:00,Not Recorded,,,27.77777778,2010
B,,2010-07-20,0,3.7,7,0.4,0.4,29,,84,0:00,Not Recorded,,,28.88888889,2010
B,,2010-08-03,0,,6.5,0.9,0.9,28,,83,0:00,Not Recorded,,,28.33333333,2010
B,,2010-08-17,0,3.4,7,0.5,0.5,,,87,0:00,Not Recorded,,,30.55555556,2010
B,,2010-09-02,0,,8,0.4,0.4,27,,77,0:00,Not Recorded,,,25,2010
B,,2010-09-22,0,3.2,9,0.2,0.35,26,,75,0:00,Not Recorded,,,23.88888889,2010
B,,2010-10-14,0,,6.5,0.2,0.3,19,,67,0:00,Not Recorded,,,19.44444444,2010
B,,2010-11-02,0,,7,0.3,0.3,13,,55,0:00,Not Recorded,,,12.77777778,2010
B,,2010-11-16,0,4.3,8.5,0.2,0.2,16,,60,0:00,Not Recorded,,,15.55555556,2010
B,,2010-12-07,0,,6.5,0.3,0.7,1,,30,0:00,Not Recorded,,,-1.111111111,2010
B,,2010-12-21,0,4.3,7,0.4,0.4,3,,31,0:00,Not Recorded,,,-0.555555556,2010
C,,2010-01-07,,,,,,,,30,0:00,Not Recorded,,,-1.111111111,2010
C,,2010-02-05,,,6.5,0.8,0.8,5,,37,0:00,Not Recorded,,,2.777777778,2010
C,,2010-02-18,,,6.5,0.95,0.95,5,,38,0:00,Not Recorded,,,3.333333333,2010
C,,2010-03-05,0,9.5,6.5,0.6,0.6,7,,40,0:00,Not Recorded,,,4.444444444,2010
C,,2010-03-16,0,,6.5,0.6,0.6,9,,44,0:00,Not Recorded,,,6.666666667,2010
C,,2010-04-06,0,5.1,6.5,0.5,0.5,22,,72,0:00,Not Recorded,,,22.22222222,2010
C,,2010-04-23,0,,6.5,0.4,0.4,18,,60,0:00,Not Recorded,,,15.55555556,2010
C,,2010-05-06,0,4.9,6.5,0.3,0.3,24,,76,0:00,Not Recorded,,,24.44444444,2010
C,,2010-05-19,0,,6.5,0.7,0.7,19,,60,0:00,Not Recorded,,,15.55555556,2010
C,,2010-06-01,0,5.1,7,0.3,0.3,25,,77,0:00,Not Recorded,,,25,2010
C,,2010-06-15,0,,7,0.3,0.3,29,,80,0:00,Not Recorded,,,26.66666667,2010
C,,2010-07-08,0,5.2,7.5,0.4,0.4,30,,82,0:00,Not Recorded,,,27.77777778,2010
C,,2010-07-20,0,,7,0.4,0.4,31,,85,0:00,Not Recorded,,,29.44444444,2010
C,,2010-08-03,0,4.5,6.5,0.4,0.4,28,,83,0:00,Not Recorded,,,28.33333333,2010
C,,2010-08-17,0,,7,0.2,0.4,29,,87,0:00,Not Recorded,,,30.55555556,2010
C,,2010-09-02,0,2.3,7,0.6,0.6,27,,76,0:00,Not Recorded,,,24.44444444,2010
C,,2010-09-22,0,,8,0.3,0.3,26,,75,0:00,Not Recorded,,,23.88888889,2010
C,,2010-11-02,0,7.3,7.5,0.5,0.5,13,,55,0:00,Not Recorded,,,12.77777778,2010
C,,2010-11-16,0,,8.5,0.5,0.5,15,,61,0:00,Not Recorded,,,16.11111111,2010
C,,2010-12-07,0,8.8,7,0.5,0.5,2,,30,0:00,Not Recorded,,,-1.111111111,2010
C,,2010-12-21,,,,,,,,31,0:00,Not Recorded,,,-0.555555556,2010
D,,2010-01-07,,,,,,,,30,0:00,Not Recorded,,,-1.111111111,2010
D,,2010-02-05,,9.5,6.5,0.6,1.2,5,,39,0:00,Not Recorded,,,3.888888889,2010
D,,2010-02-18,,,6,1.4,1.6,5,,38,0:00,Not Recorded,,,3.333333333,2010
D,,2010-03-05,0,8.7,6.5,1.2,1.5,6,,40,0:00,Not Recorded,,,4.444444444,2010
D,,2010-03-16,,,,,,,,,N/A,Not Recorded,,,-17.77777778,2010
D,,2010-04-06,0,6.3,6,0.7,1.7,22,,72,0:00,Not Recorded,,,22.22222222,2010
D,,2010-04-23,0,,6.5,0.8,1.7,17,,60,0:00,Not Recorded,,,15.55555556,2010
D,,2010-05-06,0,5,6.5,0.8,1.5,25,,76,0:00,Not Recorded,,,24.44444444,2010
D,,2010-05-19,0,,6.5,0.8,1.6,19,,60,0:00,Not Recorded,,,15.55555556,2010
D,,2010-06-01,0,5.2,6,0.7,1.5,25,,77,0:00,Not Recorded,,,25,2010
D,,2010-06-15,0,,6.5,0.6,1.4,28,,80,0:00,Not Recorded,,,26.66666667,2010
D,,2010-07-08,0,5.2,6.5,0.7,1.2,31,,81,0:00,Not Recorded,,,27.22222222,2010
D,,2010-07-20,0,,8,0.6,1.3,31,,85,0:00,Not Recorded,,,29.44444444,2010
D,,2010-08-03,0,6,6.5,0.8,1.2,28,,82,0:00,Not Recorded,,,27.77777778,2010
D,,2010-08-17,0,,7.5,0.9,1.2,31,,87,0:00,Not Recorded,,,30.55555556,2010
D,,2010-09-02,0,2.7,6.5,0.85,1.2,26,,76,0:00,Not Recorded,,,24.44444444,2010
D,,2010-09-22,0,,6.5,1,1.2,25,,76,0:00,Not Recorded,,,24.44444444,2010
D,,2010-10-14,0,5.9,6.5,0.8,1.3,19,,68,0:00,Not Recorded,,,20,2010
D,,2010-11-02,0,7.2,6.5,1,1.4,13,,55,0:00,Not Recorded,,,12.77777778,2010
D,,2010-11-16,0,,6,1.2,1.3,,,61,0:00,Not Recorded,,,16.11111111,2010
D,,2010-12-07,0,10.3,6,1.1,1.1,2,,30,0:00,Not Recorded,,,-1.111111111,2010
D,,2010-12-21,0,,6.5,1.3,1.3,3,,31,0:00,Not Recorded,,,-0.555555556,2010
Bay,,2010-01-07,0,7,6.5,,,4,,30,0:00,S. Poe,,,-1.111111111,2010
Bay,,2010-02-05,,7,6.5,0.4,0.4,5,,39,0:00,S. Poe,,,3.888888889,2010
Bay,,2010-02-18,,,6.5,0.2,0.65,4,,38,0:00,S. Poe,,,3.333333333,2010
Bay,,2010-03-05,0,7.7,6.5,0.2,0.4,10,,40,0:00,S. Poe,,,4.444444444,2010
Bay,,2010-03-16,0,7.9,6.5,0.3,0.8,10,,44,0:00,S. Poe,,,6.666666667,2010
Bay,,2010-04-06,1,5.9,6.5,0.8,1,20,,72,0:00,S. Poe,,,22.22222222,2010
Bay,,2010-04-23,1,6.7,6.5,0.6,0.6,16,,58,0:00,S. Poe,,,14.44444444,2010
Bay,,2010-05-06,0,6.5,7,0.75,0.9,23,,76,0:00,S. Poe,,,24.44444444,2010
Bay,,2010-05-19,0,7,6.5,0.5,0.6,17,,59,0:00,S. Poe,,,15,2010
Bay,,2010-06-01,0,6.8,7,0.7,0.9,25,,77,0:00,S. Poe,,,25,2010
Bay,,2010-06-15,0,5.4,7,0.5,0.5,28,,80,0:00,S. Poe,,,26.66666667,2010
Bay,,2010-07-08,0,3.6,8.5,0.4,0.45,29,,81,0:00,S. Poe,,,27.22222222,2010
Bay,,2010-07-20,0,3.9,7,0.7,1,27,,82,0:00,S. Poe,,,27.77777778,2010
Bay,,2010-08-03,0,5.1,7,0.5,0.5,26,,82,0:00,S. Poe,,,27.77777778,2010
Bay,,2010-08-17,0,3.1,8,0.5,0.9,27,,86,0:00,S. Poe,,,30,2010
Bay,,2010-09-02,0,3.3,7,0.5,0.7,26,,76,0:00,S. Poe,,,24.44444444,2010
Bay,,2010-09-22,0,5,8.5,0.6,0.8,26,,74,0:00,S. Poe,,,23.33333333,2010
Bay,,2010-10-14,0,3.9,7.5,0.5,0.8,19,,,0:00,S. Poe,,,-17.77777778,2010
Bay,,2010-11-02,0,5,7.5,0.4,0.4,12,,55,0:00,S. Poe,,,12.77777778,2010
Bay,,2010-11-16,0,6.7,8,0.5,0.8,15,,60,0:00,S. Poe,,,15.55555556,2010
Bay,,2010-12-07,0,5.7,7,0.3,0.5,4,,30,0:00,S. Poe,,,-1.111111111,2010
Bay,,2010-12-21,0,6.7,7,0.1,0.3,,,31,0:00,S. Poe,,,-0.555555556,2010
A,,2011-01-04,0,5.9,6.5,0.8,0.8,,,32,0:00,Not Recorded,,,0,2011
A,,2011-01-18,0,,6.5,0.5,0.65,6,,40,0:00,Not Recorded,,,4.444444444,2011
A,,2011-02-08,0,3.9,6.5,,,7,,46,0:00,Not Recorded,,,7.777777778,2011
A,,2011-03-03,0,,7,,,8.5,,30,0:00,Not Recorded,,,-1.111111111,2011
A,,2011-03-24,0,3,6.5,0.4,1,14,,48,0:00,Not Recorded,,,8.888888889,2011
A,,2011-04-14,0,,6,0.2,0.6,18,,58,0:00,Not Recorded,,,14.44444444,2011
A,,2011-04-28,0,4,6.5,0.3,0.3,24,,76,0:00,Not Recorded,,,24.44444444,2011
A,,2011-05-12,0,,7.5,,,24,,66,0:00,Not Recorded,,,18.88888889,2011
A,,2011-05-26,0,2.4,7.5,0.7,0.8,28,,79,0:00,Not Recorded,,,26.11111111,2011
A,,2011-06-09,0,,7.5,0.6,0.9,29,,85,0:00,Not Recorded,,,29.44444444,2011
A,,2011-06-23,0,5.7,7.5,0.5,0.8,27,,87,0:00,Not Recorded,,,30.55555556,2011
A,,2011-07-14,0,,7,0.7,0.7,27,,76,0:00,Not Recorded,,,24.44444444,2011
A,,2011-07-28,0,3.2,7.5,0.8,0.8,31,,87,0:00,Not Recorded,,,30.55555556,2011
A,,2011-08-11,0,,7.5,0.6,0.6,29,,83,0:00,Not Recorded,,,28.33333333,2011
A,,2011-09-08,0,5,6.5,0.5,0.8,27,,78,0:00,Not Recorded,,,25.55555556,2011
A,,2011-09-22,0,,5,0.7,0.7,25,,78,0:00,Not Recorded,,,25.55555556,2011
A,,2011-10-13,0,4,6.5,0.7,0.8,22,,75,0:00,Not Recorded,,,23.88888889,2011
A,,2011-10-27,0,,7,0.8,0.9,17,,62,0:00,Not Recorded,,,16.66666667,2011
A,,2011-11-10,0,8.6,,0.6,0.8,19,,60,0:00,Not Recorded,,,15.55555556,2011
A,,2011-11-22,0,,7,0.5,0.9,19,,61,0:00,Not Recorded,,,16.11111111,2011
A,,2011-12-08,0,8,7,0.8,0.9,12,,47,0:00,Not Recorded,,,8.333333333,2011
A,,2011-12-22,0,,7,0.9,0.9,13,,60,0:00,Not Recorded,,,15.55555556,2011
B,,2011-01-04,0,7.2,6.5,0.4,0.4,5,,32,0:00,Not Recorded,,,0,2011
B,,2011-01-18,0,,7,0.5,0.5,5,,40,0:00,Not Recorded,,,4.444444444,2011
B,,2011-02-08,0,3.6,7,,,9,,46,0:00,Not Recorded,,,7.777777778,2011
B,,2011-03-03,0,,7,,,6,,40,0:00,Not Recorded,,,4.444444444,2011
B,,2011-03-24,0,3.9,7,0.5,0.5,14,,48,0:00,Not Recorded,,,8.888888889,2011
B,,2011-04-14,0,,7,2.5,3,19,,58,0:00,Not Recorded,,,14.44444444,2011
B,,2011-04-28,0,,7,0.17,0.17,23,,76,0:00,Not Recorded,,,24.44444444,2011
B,,2011-05-12,0,,8.5,,,23,,66,0:00,Not Recorded,,,18.88888889,2011
B,,2011-05-26,0,1.5,,0.2,0.4,27,,79,0:00,Not Recorded,,,26.11111111,2011
B,,2011-06-09,0,,8,0.3,0.3,30,,85,0:00,Not Recorded,,,29.44444444,2011
B,,2011-06-23,0,5.8,8,0.3,0.3,27,,89,0:00,Not Recorded,,,31.66666667,2011
B,,2011-07-14,0,,7,0.4,0.4,28,,76,0:00,Not Recorded,,,24.44444444,2011
B,,2011-07-28,0,2.4,7,0.4,0.4,30,,85,0:00,Not Recorded,,,29.44444444,2011
B,,2011-08-11,0,,7.5,0.3,0.3,30,,83,0:00,Not Recorded,,,28.33333333,2011
B,,2011-09-08,0,3.1,6.5,0.1,0.2,27,,78,N/A,Not Recorded,,,25.55555556,2011
B,,2011-09-22,0,,7,0.15,0.15,25,,78,0:00,Not Recorded,,,25.55555556,2011
B,,2011-10-13,0,3,7,0.05,0.05,22,,75,0:00,Not Recorded,,,23.88888889,2011
B,,2011-10-27,0,,7.5,0.4,0.4,16,,62,0:00,Not Recorded,,,16.66666667,2011
B,,2011-11-10,0,7.9,7.5,0.2,0.2,19,,60,0:00,Not Recorded,,,15.55555556,2011
B,,2011-11-22,0,,7.5,0.2,0.5,14,,61,0:00,Not Recorded,,,16.11111111,2011
B,,2011-12-08,0,5,7,0.1,0.4,13,,47,0:00,Not Recorded,,,8.333333333,2011
B,,2011-12-22,0,,7,0.3,0.3,14,,60,0:00,Not Recorded,,,15.55555556,2011
C,,2011-01-04,0,,7,0.5,0.5,4,,32,0:00,Not Recorded,,,0,2011
C,,2011-01-18,0,5.1,6.5,0.6,0.8,5,,40,0:00,Not Recorded,,,4.444444444,2011
C,,2011-02-08,0,,7,,,10,,46,0:00,Not Recorded,,,7.777777778,2011
C,,2011-03-03,0,3.9,7.5,,,7,,38,0:00,Not Recorded,,,3.333333333,2011
C,,2011-03-24,0,,,,,,,48,0:00,Not Recorded,,,8.888888889,2011
C,,2011-04-14,0,5.6,8,0.3,0.3,19,,58,0:00,Not Recorded,,,14.44444444,2011
C,,2011-04-28,0,3.6,7,0.17,0.17,23,,76,0:00,Not Recorded,,,24.44444444,2011
C,,2011-05-12,0,3.7,9,,,23,,66,0:00,Not Recorded,,,18.88888889,2011
C,,2011-05-26,,,,,,,,80,N/A,Not Recorded,,,26.66666667,2011
D,,2011-01-04,0,,6.5,1.3,1.3,4,,32,0:00,Not Recorded,,,0,2011
D,,2011-01-18,0,10,6.5,1.4,1.4,6,,39,0:00,Not Recorded,,,3.888888889,2011
D,,2011-02-08,0,,6.5,,,9,,46,0:00,Not Recorded,,,7.777777778,2011
D,,2011-03-03,,5,6,,,8,,38,0:00,Not Recorded,,,3.333333333,2011
D,,2011-03-24,0,,6.5,0.7,1.4,14,,48,0:00,Not Recorded,,,8.888888889,2011
D,,2011-04-14,0,6.9,6.5,0.9,1.4,19,,58,0:00,Not Recorded,,,14.44444444,2011
D,,2011-04-28,0,,6.5,0.7,1.3,23,,76,0:00,Not Recorded,,,24.44444444,2011
D,,2011-05-12,0,3.7,6.5,,,19,,65,0:00,Not Recorded,,,18.33333333,2011
D,,2011-05-26,0,,7.5,1.2,0.9,28,,80,0:00,Not Recorded,,,26.66666667,2011
D,,2011-06-09,0,4.8,7,0.6,1.2,29,,85,0:00,Not Recorded,,,29.44444444,2011
D,,2011-06-23,0,,8,0.6,1,28,,87,0:00,Not Recorded,,,30.55555556,2011
D,,2011-07-14,0,5.6,6.5,0.8,1.1,27,,76,0:00,Not Recorded,,,24.44444444,2011
D,,2011-07-28,0,,7,0.9,1.5,31,,86,0:00,Not Recorded,,,30,2011
D,,2011-08-11,0,2,7,0.9,0.9,29,,82,N/A,Not Recorded,,,27.77777778,2011
D,,2011-09-08,0,,6.5,1.4,1.5,27,,78,0:00,Not Recorded,,,25.55555556,2011
D,,2011-09-22,0,4.6,6.5,0.6,1.4,25,,78,0:00,Not Recorded,,,25.55555556,2011
D,,2011-10-13,0,,6,0.5,1.5,23,,75,0:00,Not Recorded,,,23.88888889,2011
D,,2011-10-27,0,,6,0.7,1.4,17,,62,0:00,Not Recorded,,,16.66666667,2011
D,,2011-11-10,0,,6.5,0.8,1.5,17,,60,0:00,Not Recorded,,,15.55555556,2011
D,,2011-11-22,0,8,,0.8,0.9,15,,61,0:00,Not Recorded,,,16.11111111,2011
D,,2011-12-08,0,,6.5,0.8,1.4,12,,47,0:00,Not Recorded,,,8.333333333,2011
D,,2011-12-22,0,9.8,7,1,1.4,16,,60,0:00,Not Recorded,,,15.55555556,2011
Bay,,2011-01-04,0,3.1,6.5,0.2,0.45,5,,31,0:00,S. Poe,,,-0.555555556,2011
Bay,,2011-01-18,0,6.2,7,0.2,0.6,7,,39,0:00,S. Poe,,,3.888888889,2011
Bay,,2011-02-08,0,3.8,6.5,0.2,0.6,8,,46,0:00,S. Poe,,,7.777777778,2011
Bay,,2011-03-03,0,3.7,7,,,8,,40,0:00,S. Poe,,,4.444444444,2011
Bay,,2011-03-24,0,3.3,7,0.2,0.55,33,,52,0:00,S. Poe,,,11.11111111,2011
Bay,,2011-04-14,0,3.5,7,0.4,0.6,16.5,,58,0:00,S. Poe,,,14.44444444,2011
Bay,,2011-04-28,0,5.2,7,0.3,1.3,23,,76,0:00,S. Poe,,,24.44444444,2011
Bay,,2011-05-12,0,4.5,7,,,18,,65,0:00,S. Poe,,,18.33333333,2011
Bay,,2011-05-26,0,3.7,7.5,0.5,0.9,25,,79,0:00,S. Poe,,,26.11111111,2011
Bay,,2011-06-09,0,3.2,8,0.4,0.8,27,,85,0:00,S. Poe,,,29.44444444,2011
Bay,,2011-06-23,0,5.6,8,0.5,0.9,26,,80,0:00,S. Poe,,,26.66666667,2011
Bay,,2011-07-14,0,3,8.5,0.4,0.6,26,,75,0:00,S. Poe,,,23.88888889,2011
Bay,,2011-07-28,0,2,9,0.5,0.7,29,,85,0:00,S. Poe,,,29.44444444,2011
Bay,,2011-08-11,0,3.5,9,0.4,0.7,28,,82,0:00,S. Poe,,,27.77777778,2011
Bay,,2011-09-08,0,5,7,0.6,1.1,26,,78,0:00,S. Poe,,,25.55555556,2011
Bay,,2011-09-22,0,5.3,8,0.5,0.7,24,,78,0:00,S. Poe,,,25.55555556,2011
Bay,,2011-10-13,0,4.2,7.5,0.5,0.7,21,,75,0:00,S. Poe,,,23.88888889,2011
Bay,,2011-10-27,0,7.4,7.5,0.5,0.9,16,,62,0:00,S. Poe,,,16.66666667,2011
Bay,,2011-11-10,0,5.2,7.5,0.7,0.7,16,,60,0:00,S. Poe,,,15.55555556,2011
Bay,,2011-11-22,0,7.3,7,0.2,0.6,16,,61,0:00,S. Poe,,,16.11111111,2011
Bay,,2011-12-08,0,7.9,7,0.35,0.7,12,,47,0:00,S. Poe,,,8.333333333,2011
Bay,,2011-12-22,0,7.8,7,0.3,0.7,17,,60,0:00,S. Poe,,,15.55555556,2011
A,,2012-01-11,0,8.2,6.5,0.9,0.9,12,,53,0:00,Not Recorded,,,11.66666667,2012
A,,2012-01-26,0,,6.5,1,1,12,,50,0:00,Not Recorded,,,10,2012
A,,2012-02-09,0,5.8,7,1,1,8,,39,0:00,Not Recorded,,,3.888888889,2012
A,,2012-02-21,0,,7,0.9,0.9,9,,46,0:00,Not Recorded,,,7.777777778,2012
A,,2012-03-01,0,4.3,7.5,,,16,,70,0:00,Not Recorded,,,21.11111111,2012
A,,2012-03-08,0,,6.5,0.5,0.5,15,,58,N/A,Not Recorded,,,14.44444444,2012
A,,2012-04-12,0,7,7,0.6,0.7,14,,51,0:00,Not Recorded,,,10.55555556,2012
A,,2012-04-26,0,,7.5,0.6,0.8,17,,63,0:00,Not Recorded,,,17.22222222,2012
A,,2012-05-10,0,4.5,7,0.7,0.9,21,,63,0:00,Not Recorded,,,17.22222222,2012
A,,2012-05-24,0,,6.5,0.6,0.7,25,,72,0:00,Not Recorded,,,22.22222222,2012
A,,2012-06-14,0,4.9,7,0.6,0.7,22,,69,0:00,Not Recorded,,,20.55555556,2012
A,,2012-06-28,0,,7,0.65,0.9,27,,74,0:00,Not Recorded,,,23.33333333,2012
A,,2012-07-19,0,,6.5,0.6,0.6,30,,83,0:00,Not Recorded,,,28.33333333,2012
A,,2012-08-09,0,3,7,0.5,0.9,28,,80,0:00,Not Recorded,,,26.66666667,2012
A,,2012-08-23,0,,6.5,0.6,0.7,26,,77,0:00,Not Recorded,,,25,2012
A,,2012-09-04,0,4.3,6.5,0.7,0.7,28,,80,0:00,Not Recorded,,,26.66666667,2012
A,,2012-09-13,,,7,0.6,0.6,24,,74,0:00,Not Recorded,,,23.33333333,2012
A,,2012-10-04,0,,7,0.6,0.6,24,,75,0:00,Not Recorded,,,23.88888889,2012
A,,2012-10-19,0,,7,0.9,1.4,20,,70,0:00,Not Recorded,,,21.11111111,2012
A,,2012-11-08,0,,6.5,0.5,1.9,10,,45,0:00,Not Recorded,,,7.222222222,2012
A,,2012-11-29,0,9,6.5,0.2,0.2,8,,48,0:00,Not Recorded,,,8.888888889,2012
A,,2012-12-13,0,,7,0.9,0.9,9,,48,0:00,Not Recorded,,,8.888888889,2012
B,,2012-01-11,0,6,7,0.3,0.3,11,,54,0:00,Not Recorded,,,12.22222222,2012
B,,2012-01-26,0,,7,0.3,0.3,12,,50,0:00,Not Recorded,,,10,2012
B,,2012-02-09,0,7.5,7,0.3,0.3,8,,39,0:00,Not Recorded,,,3.888888889,2012
B,,2012-02-21,0,,7.5,0.35,0.35,10,,40,0:00,Not Recorded,,,4.444444444,2012
B,,2012-03-01,0,6.3,7.5,0.2,0.4,16,,69,0:00,Not Recorded,,,20.55555556,2012
B,,2012-03-08,0,,7.5,0,0.2,14,,58,0:00,Not Recorded,,,14.44444444,2012
B,,2012-04-12,0,7,7.5,0.3,0.3,13,,51,0:00,Not Recorded,,,10.55555556,2012
B,,2012-04-26,0,,8,0.3,0.3,18,,63,0:00,Not Recorded,,,17.22222222,2012
B,,2012-05-10,0,6.7,7,0.5,0.5,20,,64,0:00,Not Recorded,,,17.77777778,2012
B,,2012-05-24,0,,8,0.5,0.5,25,,72,0:00,Not Recorded,,,22.22222222,2012
B,,2012-06-14,0,4.5,7.5,0.2,0.2,22,,70,0:00,Not Recorded,,,21.11111111,2012
B,,2012-06-28,0,,7.4,0.5,0.5,26,,73,0:00,Not Recorded,,,22.77777778,2012
B,,2012-07-19,0,,7,0.4,0.4,28,,83,0:00,Not Recorded,,,28.33333333,2012
B,,2012-08-09,0,2.9,7.5,0.3,0.4,27,,80,0:00,Not Recorded,,,26.66666667,2012
B,,2012-08-23,0,,7.5,0.3,0.4,27,,77,0:00,Not Recorded,,,25,2012
B,,2012-09-04,0,5.2,7,0.2,0.2,,,80,0:00,Not Recorded,,,26.66666667,2012
B,,2012-09-13,,,8.5,0.1,0.1,23,,73,0:00,Not Recorded,,,22.77777778,2012
B,,2012-10-04,0,,8,0.1,0.5,24,,75,0:00,Not Recorded,,,23.88888889,2012
B,,2012-10-19,0,7.1,7,0.4,0.4,20,,70,0:00,Not Recorded,,,21.11111111,2012
B,,2012-11-08,0,,6.5,0.35,0.35,9,,45,0:00,Not Recorded,,,7.222222222,2012
B,,2012-11-29,0,9.7,7,0.4,0.4,9,,49,0:00,Not Recorded,,,9.444444444,2012
B,,2012-12-13,0,,7,0.4,0.5,9,,48,0:00,Not Recorded,,,8.888888889,2012
D,,2012-01-11,0,,6.5,1,1.4,10,,54,,Not Recorded,,,12.22222222,2012
D,,2012-01-26,0,7.2,6.5,1.2,1.4,11,,50,0:00,Not Recorded,,,10,2012
D,,2012-02-09,0,,6.5,1.3,1.4,6,,39,0:00,Not Recorded,,,3.888888889,2012
D,,2012-02-21,0,10,6.5,1,1.5,8,,46,0:00,Not Recorded,,,7.777777778,2012
D,,2012-03-01,0,,6.5,,,15,,70,0:00,Not Recorded,,,21.11111111,2012
